<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.02.02	14:56:00	27274.88	27287.98	27257.84	27275.48	30	0	802
2026.02.02	14:57:00	27266.42	27290.29	27242.18	27249.11	30	0	802
2026.02.02	14:58:00	27250.19	27265.67	27200.51	27218.56	30	0	802
2026.02.02	14:59:00	27218.10	27255.91	27218.10	27228.17	30	0	802
2026.02.02	15:00:00	27225.02	27237.14	27216.74	27224.78	30	0	802
2026.02.02	15:01:00	27228.01	27242.63	27202.46	27238.65	30	0	802
2026.02.02	15:02:00	27228.91	27241.65	27192.06	27195.95	30	0	802
2026.02.02	15:03:00	27197.65	27216.63	27191.49	27216.63	30	0	802
2026.02.02	15:04:00	27216.89	27231.96	27168.99	27168.99	30	0	802
2026.02.02	15:05:00	27177.60	27211.31	27161.33	27211.31	30	0	802
2026.02.02	15:06:00	27211.18	27230.32	27208.57	27224.99	30	0	802
2026.02.02	15:07:00	27236.82	27250.45	27210.78	27214.08	30	0	802
2026.02.02	15:08:00	27217.08	27229.36	27191.64	27192.00	29	0	802
2026.02.02	15:09:00	27185.90	27185.90	27170.54	27172.49	30	0	802
2026.02.02	15:10:00	27180.55	27209.45	27179.28	27206.91	30	0	802
2026.02.02	15:11:00	27208.29	27232.64	27193.64	27220.77	30	0	802
2026.02.02	15:12:00	27216.07	27225.19	27174.51	27174.51	30	0	802
2026.02.02	15:13:00	27174.17	27196.42	27166.96	27173.21	30	0	802
2026.02.02	15:14:00	27179.26	27188.39	27158.64	27166.07	30	0	802
2026.02.02	15:15:00	27171.93	27171.93	27116.91	27124.46	30	0	802
2026.02.02	15:16:00	27124.94	27124.94	27085.27	27085.27	30	0	802
2026.02.02	15:17:00	27088.83	27088.83	27039.17	27056.11	30	0	802
2026.02.02	15:18:00	27060.81	27096.69	27057.62	27069.16	30	0	802
2026.02.02	15:19:00	27072.72	27072.72	27038.39	27049.49	30	0	802
2026.02.02	15:20:00	27053.67	27059.49	27020.20	27020.20	30	0	802
2026.02.02	15:21:00	27021.94	27061.06	27018.46	27061.06	30	0	802
2026.02.02	15:22:00	27049.58	27091.77	27028.43	27091.77	30	0	802
2026.02.02	15:23:00	27090.03	27112.53	27089.28	27102.17	30	0	802
2026.02.02	15:24:00	27104.65	27167.75	27104.65	27164.06	30	0	802
2026.02.02	15:25:00	27163.33	27182.57	27152.77	27153.71	30	0	802
2026.02.02	15:26:00	27153.32	27154.32	27116.87	27117.37	30	0	802
2026.02.02	15:27:00	27114.89	27155.69	27114.89	27155.10	30	0	802
2026.02.02	15:28:00	27154.99	27202.03	27136.20	27196.05	30	0	802
2026.02.02	15:29:00	27202.10	27216.49	27201.59	27207.86	30	0	802
2026.02.02	15:30:00	27190.78	27223.96	27190.52	27207.20	30	0	802
2026.02.02	15:31:00	27199.59	27216.77	27191.05	27208.02	30	0	802
2026.02.02	15:32:00	27211.95	27211.95	27170.89	27180.26	30	0	802
2026.02.02	15:33:00	27180.02	27187.26	27160.98	27171.40	30	0	802
2026.02.02	15:34:00	27170.21	27182.56	27163.28	27175.54	30	0	802
2026.02.02	15:35:00	27180.09	27217.77	27170.60	27186.53	30	0	802
2026.02.02	15:36:00	27191.71	27197.04	27159.47	27171.53	30	0	802
2026.02.02	15:37:00	27177.64	27219.35	27177.64	27213.24	30	0	802
2026.02.02	15:38:00	27211.69	27235.13	27209.12	27232.65	30	0	802
2026.02.02	15:39:00	27228.19	27228.19	27208.22	27221.85	30	0	802
2026.02.02	15:40:00	27214.92	27216.98	27163.67	27183.42	30	0	802
2026.02.02	15:41:00	27177.30	27194.13	27163.58	27179.04	30	0	802
2026.02.02	15:42:00	27178.50	27197.32	27162.37	27162.37	30	0	802
2026.02.02	15:43:00	27155.03	27173.26	27155.03	27167.23	30	0	802
2026.02.02	15:44:00	27168.47	27180.29	27139.35	27139.35	30	0	802
2026.02.02	15:45:00	27147.39	27161.42	27102.59	27109.84	30	0	802
2026.02.02	15:46:00	27104.12	27125.39	27100.63	27102.85	30	0	802
2026.02.02	15:47:00	27106.35	27106.35	27071.41	27085.41	30	0	802
2026.02.02	15:48:00	27087.45	27127.85	27087.45	27103.84	30	0	802
2026.02.02	15:49:00	27103.52	27129.59	27102.35	27114.73	30	0	802
2026.02.02	15:50:00	27115.97	27144.73	27110.36	27144.73	30	0	802
2026.02.02	15:51:00	27147.91	27156.33	27110.94	27110.94	30	0	802
2026.02.02	15:52:00	27112.06	27136.93	27075.92	27081.47	30	0	802
2026.02.02	15:53:00	27081.75	27130.41	27080.20	27117.00	30	0	802
2026.02.02	15:54:00	27111.69	27111.69	27055.37	27060.06	30	0	802
2026.02.02	15:55:00	27053.30	27080.48	27052.42	27063.94	30	0	802
2026.02.02	15:56:00	27060.62	27060.62	27030.44	27049.34	30	0	802
2026.02.02	15:57:00	27044.06	27078.21	27037.54	27059.41	30	0	802
2026.02.02	15:58:00	27059.27	27063.11	27031.31	27031.48	30	0	802
2026.02.02	15:59:00	27029.71	27057.87	27023.96	27023.96	30	0	802
2026.02.02	16:00:00	27016.24	27017.22	26985.36	26990.96	30	0	802
2026.02.02	16:01:00	26987.48	26995.02	26957.35	26983.19	30	0	802
2026.02.02	16:02:00	26982.58	26982.58	26942.34	26963.11	30	0	802
2026.02.02	16:03:00	26953.91	26970.17	26934.69	26960.55	30	0	802
2026.02.02	16:04:00	26958.38	26998.22	26957.37	26980.46	30	0	802
2026.02.02	16:05:00	26981.28	27002.27	26945.31	26946.25	30	0	802
2026.02.02	16:06:00	26943.53	26963.28	26938.88	26943.95	30	0	802
2026.02.02	16:07:00	26943.07	26983.89	26943.07	26977.57	30	0	802
2026.02.02	16:08:00	26991.20	27006.37	26964.10	26971.57	30	0	802
2026.02.02	16:09:00	26976.81	26976.81	26920.28	26920.28	30	0	802
2026.02.02	16:10:00	26918.53	26937.75	26915.94	26923.90	30	0	802
2026.02.02	16:11:00	26914.39	26949.50	26914.39	26948.04	30	0	802
2026.02.02	16:12:00	26948.64	26956.36	26932.35	26953.34	30	0	802
2026.02.02	16:13:00	26960.02	26981.05	26949.70	26974.36	30	0	802
2026.02.02	16:14:00	26983.80	27014.34	26979.10	26979.10	30	0	802
2026.02.02	16:15:00	26984.46	27017.25	26976.31	26989.67	30	0	802
2026.02.02	16:16:00	26986.18	26990.62	26962.30	26977.46	30	0	802
2026.02.02	16:17:00	26970.85	26999.75	26970.85	26981.17	30	0	802
2026.02.02	16:18:00	26980.87	27017.25	26975.23	27004.74	30	0	802
2026.02.02	16:19:00	27006.80	27012.76	26969.01	26969.01	30	0	802
2026.02.02	16:20:00	26955.65	26962.26	26939.97	26941.70	30	0	802
2026.02.02	16:21:00	26941.89	26967.40	26941.15	26953.45	30	0	802
2026.02.02	16:22:00	26957.27	26987.69	26954.52	26971.85	30	0	802
2026.02.02	16:23:00	26967.24	27013.28	26958.22	27013.28	30	0	802
2026.02.02	16:24:00	27021.93	27042.80	27015.68	27017.98	30	0	802
2026.02.02	16:25:00	27015.24	27049.94	27015.24	27031.69	30	0	802
2026.02.02	16:26:00	27034.06	27043.17	26988.33	26988.33	30	0	802
2026.02.02	16:27:00	26993.18	27000.52	26982.81	26986.73	30	0	802
2026.02.02	16:28:00	26978.46	26978.46	26941.38	26954.68	30	0	802
2026.02.02	16:29:00	26952.95	26968.04	26930.88	26930.88	30	0	802
2026.02.02	16:30:00	26922.49	26936.77	26894.28	26907.12	30	0	802
2026.02.02	16:31:00	26912.18	26940.02	26893.91	26902.09	30	0	802
2026.02.02	16:32:00	26904.64	26939.46	26897.16	26932.16	30	0	802
2026.02.02	16:33:00	26924.35	26932.81	26891.70	26895.39	30	0	802
2026.02.02	16:34:00	26888.05	26899.33	26857.89	26884.20	30	0	802
2026.02.02	16:35:00	26884.07	26937.08	26884.07	26927.21	30	0	802
2026.02.02	16:36:00	26935.20	26991.94	26935.20	26981.15	30	0	802
2026.02.02	16:37:00	26990.71	26998.89	26946.90	26952.53	30	0	802
2026.02.02	16:38:00	26945.38	26975.29	26923.96	26973.39	30	0	802
2026.02.02	16:39:00	26977.67	26989.46	26959.61	26959.61	29	0	802
2026.02.02	16:40:00	26963.96	26980.07	26962.36	26972.30	30	0	802
2026.02.02	16:41:00	26972.87	27030.07	26972.87	27020.81	30	0	802
2026.02.02	16:42:00	27015.17	27022.34	26975.56	26975.56	30	0	802
2026.02.02	16:43:00	26976.51	26976.80	26940.46	26951.82	30	0	802
2026.02.02	16:44:00	26949.69	26952.01	26925.14	26946.97	30	0	802
2026.02.02	16:45:00	26949.97	26961.62	26914.39	26929.95	30	0	802
2026.02.02	16:46:00	26922.14	26927.55	26899.22	26902.55	30	0	802
2026.02.02	16:47:00	26900.74	26937.74	26896.19	26911.17	30	0	802
2026.02.02	16:48:00	26909.35	26937.99	26908.73	26926.31	30	0	802
2026.02.02	16:49:00	26922.09	26930.47	26900.51	26905.45	30	0	802
2026.02.02	16:50:00	26902.70	26935.15	26902.70	26935.15	30	0	802
2026.02.02	16:51:00	26935.07	26971.00	26928.62	26962.28	30	0	802
2026.02.02	16:52:00	26966.73	26999.45	26966.73	26994.75	30	0	802
2026.02.02	16:53:00	26997.14	27028.99	26993.98	27010.97	30	0	802
2026.02.02	16:54:00	27015.07	27029.39	26992.99	27020.88	30	0	802
2026.02.02	16:55:00	27026.99	27026.99	26974.41	26974.41	30	0	802
2026.02.02	16:56:00	26982.02	27016.64	26982.02	27001.02	30	0	802
2026.02.02	16:57:00	26996.23	27030.07	26996.23	27029.74	30	0	802
2026.02.02	16:58:00	27029.69	27044.44	27016.25	27027.48	30	0	802
2026.02.02	16:59:00	27023.16	27023.16	26954.25	26954.25	30	0	802
2026.02.02	17:00:00	26944.89	26946.45	26925.85	26942.98	30	0	802
2026.02.02	17:01:00	26941.11	26957.48	26940.15	26944.73	30	0	802
2026.02.02	17:02:00	26939.34	26957.00	26908.84	26948.26	30	0	802
2026.02.02	17:03:00	26945.21	26977.37	26941.13	26971.16	30	0	802
2026.02.02	17:04:00	26968.32	26969.73	26940.49	26958.28	30	0	802
2026.02.02	17:05:00	26954.00	26971.57	26944.48	26961.38	30	0	802
2026.02.02	17:06:00	26959.77	26981.53	26946.69	26953.52	30	0	802
2026.02.02	17:07:00	26956.60	26956.60	26917.48	26936.30	30	0	802
2026.02.02	17:08:00	26936.13	26948.52	26923.45	26938.03	30	0	802
2026.02.02	17:09:00	26939.35	26952.90	26926.97	26937.94	30	0	802
2026.02.02	17:10:00	26936.70	26943.00	26917.86	26936.70	30	0	802
2026.02.02	17:11:00	26926.92	26945.11	26893.13	26893.13	30	0	802
2026.02.02	17:12:00	26891.60	26898.60	26876.41	26876.41	30	0	802
2026.02.02	17:13:00	26864.59	26867.56	26851.19	26859.67	30	0	802
2026.02.02	17:14:00	26857.45	26865.29	26823.86	26823.86	30	0	802
2026.02.02	17:15:00	26824.13	26828.36	26779.99	26782.75	30	0	802
2026.02.02	17:16:00	26788.57	26808.43	26779.33	26804.69	30	0	802
2026.02.02	17:17:00	26801.44	26820.08	26793.14	26807.56	30	0	802
2026.02.02	17:18:00	26809.62	26833.47	26803.24	26833.47	30	0	802
2026.02.02	17:19:00	26828.50	26867.05	26828.50	26861.94	30	0	802
2026.02.02	17:20:00	26860.72	26860.72	26833.95	26844.90	30	0	802
2026.02.02	17:21:00	26840.22	26845.44	26821.07	26845.44	30	0	802
2026.02.02	17:22:00	26848.49	26853.86	26830.96	26835.45	30	0	802
2026.02.02	17:23:00	26843.41	26867.20	26843.41	26858.21	30	0	802
2026.02.02	17:24:00	26867.39	26889.28	26864.88	26889.28	30	0	802
2026.02.02	17:25:00	26890.95	26940.07	26890.95	26940.07	30	0	802
2026.02.02	17:26:00	26943.43	26987.60	26932.79	26981.26	30	0	802
2026.02.02	17:27:00	26980.92	26990.24	26960.50	26969.49	29	0	802
2026.02.02	17:28:00	26979.22	26991.09	26945.68	26945.68	30	0	802
2026.02.02	17:29:00	26943.18	26987.09	26943.18	26960.75	30	0	802
2026.02.02	17:30:00	26962.82	26982.16	26948.68	26958.51	30	0	802
2026.02.02	17:31:00	26956.63	26972.16	26946.29	26954.98	30	0	802
2026.02.02	17:32:00	26952.88	26997.95	26952.88	26985.77	30	0	802
2026.02.02	17:33:00	26977.65	26984.37	26954.36	26956.05	30	0	802
2026.02.02	17:34:00	26954.82	26976.48	26947.68	26956.07	30	0	802
2026.02.02	17:35:00	26956.06	26956.06	26909.33	26909.33	30	0	802
2026.02.02	17:36:00	26908.24	26924.20	26901.57	26924.20	30	0	802
2026.02.02	17:37:00	26930.78	26942.71	26917.13	26933.00	30	0	802
2026.02.02	17:38:00	26933.40	26949.53	26922.47	26922.47	30	0	802
2026.02.02	17:39:00	26921.81	26969.75	26918.04	26962.86	30	0	802
2026.02.02	17:40:00	26964.14	26967.19	26930.82	26942.74	30	0	802
2026.02.02	17:41:00	26948.93	26954.00	26923.79	26945.71	30	0	802
2026.02.02	17:42:00	26950.24	26956.43	26927.16	26927.16	30	0	802
2026.02.02	17:43:00	26933.55	26942.08	26911.81	26923.62	30	0	802
2026.02.02	17:44:00	26923.36	26943.76	26905.42	26916.60	30	0	802
2026.02.02	17:45:00	26919.01	26919.01	26889.16	26890.02	30	0	802
2026.02.02	17:46:00	26889.09	26889.09	26863.10	26876.77	29	0	802
2026.02.02	17:47:00	26877.00	26894.26	26868.65	26886.99	30	0	802
2026.02.02	17:48:00	26885.23	26886.20	26860.42	26870.64	30	0	802
2026.02.02	17:49:00	26874.50	26884.57	26842.60	26863.83	30	0	802
2026.02.02	17:50:00	26856.17	26873.99	26820.51	26824.49	29	0	802
2026.02.02	17:51:00	26817.95	26817.95	26757.73	26763.53	30	0	802
2026.02.02	17:52:00	26759.94	26771.60	26726.06	26741.73	30	0	802
2026.02.02	17:53:00	26746.84	26799.55	26746.84	26799.55	30	0	802
2026.02.02	17:54:00	26792.79	26892.57	26792.79	26892.57	30	0	802
2026.02.02	17:55:00	26890.50	26892.61	26847.90	26871.82	30	0	802
2026.02.02	17:56:00	26876.63	26943.64	26874.52	26935.80	30	0	802
2026.02.02	17:57:00	26933.18	26933.18	26825.80	26834.52	30	0	802
2026.02.02	17:58:00	26835.84	26835.96	26808.72	26808.73	30	0	802
2026.02.02	17:59:00	26812.15	26821.20	26801.25	26811.64	30	0	802
2026.02.02	18:00:00	26798.97	26845.19	26798.97	26837.53	30	0	802
2026.02.02	18:01:00	26844.60	26851.50	26825.00	26844.16	30	0	802
2026.02.02	18:02:00	26843.01	26863.31	26819.80	26860.47	30	0	802
2026.02.02	18:03:00	26859.23	26880.27	26855.40	26868.25	30	0	802
2026.02.02	18:04:00	26867.16	26882.71	26842.25	26852.30	30	0	802
2026.02.02	18:05:00	26862.35	26892.41	26844.26	26861.55	30	0	802
2026.02.02	18:06:00	26862.55	26872.15	26838.70	26861.38	30	0	802
2026.02.02	18:07:00	26862.93	26862.93	26810.38	26826.10	30	0	802
2026.02.02	18:08:00	26826.65	26855.92	26820.55	26829.32	30	0	802
2026.02.02	18:09:00	26828.79	26836.43	26786.32	26806.26	30	0	802
2026.02.02	18:10:00	26811.79	26853.09	26800.55	26849.91	30	0	802
2026.02.02	18:11:00	26851.64	26851.64	26823.24	26840.04	29	0	802
2026.02.02	18:12:00	26835.62	26850.23	26791.73	26792.47	30	0	802
2026.02.02	18:13:00	26795.69	26838.70	26795.69	26799.47	30	0	802
2026.02.02	18:14:00	26796.23	26811.92	26769.07	26811.92	30	0	802
2026.02.02	18:15:00	26813.25	26841.50	26809.54	26830.58	30	0	802
2026.02.02	18:16:00	26836.78	26863.02	26828.40	26860.34	30	0	802
2026.02.02	18:17:00	26864.41	26871.41	26844.58	26846.70	30	0	802
2026.02.02	18:18:00	26852.85	26869.09	26841.17	26852.90	30	0	802
2026.02.02	18:19:00	26855.78	26862.49	26834.75	26854.80	30	0	802
2026.02.02	18:20:00	26849.27	26868.15	26829.24	26843.01	30	0	802
2026.02.02	18:21:00	26836.94	26867.19	26821.19	26861.73	30	0	802
2026.02.02	18:22:00	26857.83	26909.50	26854.39	26909.50	30	0	802
2026.02.02	18:23:00	26910.76	26910.76	26892.42	26903.75	30	0	802
2026.02.02	18:24:00	26900.49	26900.49	26861.91	26892.12	30	0	802
2026.02.02	18:25:00	26889.12	26892.46	26861.88	26877.10	30	0	802
2026.02.02	18:26:00	26875.07	26887.43	26856.59	26875.90	30	0	802
2026.02.02	18:27:00	26878.99	26921.80	26878.99	26918.37	30	0	802
2026.02.02	18:28:00	26921.49	26943.28	26921.49	26942.08	30	0	802
2026.02.02	18:29:00	26947.07	26966.34	26934.97	26965.80	30	0	802
2026.02.02	18:30:00	26968.38	27003.33	26968.38	26977.25	30	0	802
2026.02.02	18:31:00	26976.08	26996.65	26967.95	26967.95	30	0	802
2026.02.02	18:32:00	26969.54	26974.36	26957.38	26966.38	30	0	802
2026.02.02	18:33:00	26968.40	26979.28	26947.54	26971.17	30	0	802
2026.02.02	18:34:00	26978.64	27002.05	26944.16	26947.67	30	0	802
2026.02.02	18:35:00	26944.43	26970.75	26942.68	26968.93	30	0	802
2026.02.02	18:36:00	26962.71	26995.37	26961.90	26995.37	30	0	802
2026.02.02	18:37:00	26995.94	26996.82	26974.69	26982.13	30	0	802
2026.02.02	18:38:00	26978.84	27040.82	26971.26	27039.17	30	0	802
2026.02.02	18:39:00	27039.67	27059.15	27028.59	27059.15	30	0	802
2026.02.02	18:40:00	27057.58	27078.81	27051.32	27055.57	30	0	802
2026.02.02	18:41:00	27054.23	27070.49	27050.84	27055.12	30	0	802
2026.02.02	18:42:00	27068.07	27068.07	27036.52	27042.32	30	0	802
2026.02.02	18:43:00	27044.40	27097.84	27044.40	27058.44	30	0	802
2026.02.02	18:44:00	27062.94	27089.12	27034.68	27080.56	30	0	802
2026.02.02	18:45:00	27082.80	27121.51	27080.96	27112.19	30	0	802
2026.02.02	18:46:00	27125.15	27135.44	27100.04	27101.02	30	0	802
2026.02.02	18:47:00	27092.69	27110.15	27054.55	27073.42	30	0	802
2026.02.02	18:48:00	27077.38	27088.45	27060.67	27061.04	30	0	802
2026.02.02	18:49:00	27058.68	27076.55	27042.58	27045.57	30	0	802
2026.02.02	18:50:00	27046.16	27056.95	27015.16	27026.19	30	0	802
2026.02.02	18:51:00	27031.89	27031.89	27005.21	27013.93	30	0	802
2026.02.02	18:52:00	27010.74	27015.48	26969.98	26992.42	30	0	802
2026.02.02	18:53:00	26989.44	26994.26	26945.87	26958.79	30	0	802
2026.02.02	18:54:00	26959.27	26959.27	26898.76	26898.76	30	0	802
2026.02.02	18:55:00	26897.23	26920.33	26895.88	26920.33	30	0	802
2026.02.02	18:56:00	26925.32	26925.32	26870.29	26870.29	28	0	802
2026.02.02	18:57:00	26867.48	26882.73	26845.90	26852.48	30	0	802
2026.02.02	18:58:00	26838.80	26851.42	26830.73	26849.74	30	0	802
2026.02.02	18:59:00	26850.88	26868.17	26839.52	26861.16	30	0	802
2026.02.02	19:00:00	26863.77	26877.56	26851.76	26856.00	30	0	802
2026.02.02	19:01:00	26860.37	26872.90	26836.72	26842.28	29	0	802
2026.02.02	19:02:00	26840.44	26874.85	26824.88	26824.88	30	0	802
2026.02.02	19:03:00	26829.87	26867.17	26827.00	26846.03	30	0	802
2026.02.02	19:04:00	26846.61	26862.50	26812.82	26813.54	30	0	802
2026.02.02	19:05:00	26814.18	26858.43	26814.18	26856.29	30	0	802
2026.02.02	19:06:00	26849.68	26898.90	26846.41	26894.22	30	0	802
2026.02.02	19:07:00	26881.98	26881.98	26843.84	26849.35	30	0	802
2026.02.02	19:08:00	26848.74	26850.90	26820.96	26825.22	30	0	802
2026.02.02	19:09:00	26820.28	26853.01	26807.33	26853.01	30	0	802
2026.02.02	19:10:00	26858.65	26924.76	26857.90	26909.91	30	0	802
2026.02.02	19:11:00	26917.28	26938.24	26910.05	26919.12	30	0	802
2026.02.02	19:12:00	26918.20	26919.70	26888.80	26888.80	30	0	802
2026.02.02	19:13:00	26886.20	26912.81	26883.68	26896.48	30	0	802
2026.02.02	19:14:00	26894.06	26912.23	26889.21	26901.05	30	0	802
2026.02.02	19:15:00	26898.20	26923.81	26878.97	26883.58	30	0	802
2026.02.02	19:16:00	26888.19	26908.78	26874.14	26886.80	30	0	802
2026.02.02	19:17:00	26888.40	26898.27	26880.97	26883.15	30	0	802
2026.02.02	19:18:00	26881.06	26900.06	26879.68	26900.06	30	0	802
2026.02.02	19:19:00	26890.91	26930.92	26875.28	26930.92	30	0	802
2026.02.02	19:20:00	26927.75	26936.56	26860.63	26860.63	30	0	802
2026.02.02	19:21:00	26859.78	26870.02	26851.52	26856.34	30	0	802
2026.02.02	19:22:00	26855.22	26858.87	26823.19	26827.83	30	0	802
2026.02.02	19:23:00	26825.07	26839.90	26813.70	26817.53	30	0	802
2026.02.02	19:24:00	26814.86	26889.14	26814.86	26881.57	30	0	802
2026.02.02	19:25:00	26884.39	26899.60	26874.12	26874.68	30	0	802
2026.02.02	19:26:00	26873.10	26884.17	26869.12	26871.68	30	0	802
2026.02.02	19:27:00	26869.95	26914.38	26869.95	26914.38	30	0	802
2026.02.02	19:28:00	26922.05	26944.86	26921.39	26933.42	29	0	802
2026.02.02	19:29:00	26933.12	26972.43	26926.04	26944.44	30	0	802
2026.02.02	19:30:00	26949.94	26968.73	26922.40	26929.60	30	0	802
2026.02.02	19:31:00	26928.42	26957.32	26925.37	26943.38	30	0	802
2026.02.02	19:32:00	26942.07	26970.46	26942.07	26955.14	30	0	802
2026.02.02	19:33:00	26948.53	26976.00	26938.97	26976.00	30	0	802
2026.02.02	19:34:00	26988.29	26995.83	26959.04	26986.38	30	0	802
2026.02.02	19:35:00	26985.06	26985.06	26939.44	26969.23	30	0	802
2026.02.02	19:36:00	26971.30	27026.13	26968.62	27025.54	30	0	802
2026.02.02	19:37:00	27031.73	27078.53	27028.44	27074.96	30	0	802
2026.02.02	19:38:00	27073.08	27114.83	27063.77	27114.83	30	0	802
2026.02.02	19:39:00	27112.95	27162.08	27112.31	27162.08	30	0	802
2026.02.02	19:40:00	27162.27	27196.88	27162.27	27171.28	30	0	802
2026.02.02	19:41:00	27170.79	27183.87	27136.49	27149.88	30	0	802
2026.02.02	19:42:00	27151.60	27191.54	27148.70	27186.59	30	0	802
2026.02.02	19:43:00	27189.33	27209.75	27180.84	27198.60	30	0	802
2026.02.02	19:44:00	27202.22	27251.19	27191.22	27240.03	30	0	802
2026.02.02	19:45:00	27235.56	27274.77	27224.99	27273.71	30	0	802
2026.02.02	19:46:00	27284.36	27305.54	27277.03	27283.63	30	0	802
2026.02.02	19:47:00	27292.65	27313.46	27260.69	27264.97	30	0	802
2026.02.02	19:48:00	27272.26	27296.70	27260.39	27296.56	30	0	802
2026.02.02	19:49:00	27303.78	27311.12	27264.91	27264.91	30	0	802
2026.02.02	19:50:00	27268.92	27312.11	27268.92	27295.39	30	0	802
2026.02.02	19:51:00	27296.00	27300.66	27259.51	27259.51	30	0	802
2026.02.02	19:52:00	27259.30	27259.30	27230.20	27250.37	30	0	802
2026.02.02	19:53:00	27251.06	27266.64	27242.97	27256.77	30	0	802
2026.02.02	19:54:00	27253.20	27277.90	27250.60	27264.24	30	0	802
2026.02.02	19:55:00	27257.08	27295.42	27257.08	27295.42	30	0	802
2026.02.02	19:56:00	27302.89	27356.11	27295.42	27346.36	30	0	802
2026.02.02	19:57:00	27346.11	27362.93	27328.71	27350.56	30	0	802
2026.02.02	19:58:00	27347.94	27371.20	27333.51	27371.20	30	0	802
2026.02.02	19:59:00	27367.27	27381.62	27350.92	27367.25	30	0	802
2026.02.02	20:00:00	27359.68	27359.68	27322.95	27330.33	30	0	802
2026.02.02	20:01:00	27333.72	27375.39	27331.90	27355.71	30	0	802
2026.02.02	20:02:00	27355.84	27398.59	27353.54	27391.00	30	0	802
2026.02.02	20:03:00	27389.21	27389.78	27328.78	27332.68	30	0	802
2026.02.02	20:04:00	27330.85	27330.85	27305.61	27316.07	30	0	802
2026.02.02	20:05:00	27315.17	27328.21	27294.03	27321.72	30	0	802
2026.02.02	20:06:00	27314.44	27353.87	27308.84	27350.88	30	0	802
2026.02.02	20:07:00	27346.02	27346.02	27293.91	27293.91	30	0	802
2026.02.02	20:08:00	27294.67	27314.94	27276.30	27314.94	30	0	802
2026.02.02	20:09:00	27315.79	27339.58	27315.79	27334.19	30	0	802
2026.02.02	20:10:00	27334.28	27400.69	27331.15	27400.69	30	0	802
2026.02.02	20:11:00	27403.92	27406.08	27368.39	27394.25	30	0	802
2026.02.02	20:12:00	27391.09	27391.09	27323.55	27351.88	30	0	802
2026.02.02	20:13:00	27357.44	27394.94	27342.44	27381.38	30	0	802
2026.02.02	20:14:00	27381.31	27403.52	27380.32	27380.32	30	0	802
2026.02.02	20:15:00	27384.98	27389.72	27327.35	27327.35	30	0	802
2026.02.02	20:16:00	27325.10	27327.10	27289.23	27316.34	30	0	802
2026.02.02	20:17:00	27316.35	27368.05	27312.48	27341.11	29	0	802
2026.02.02	20:18:00	27341.03	27355.85	27323.27	27325.49	30	0	802
2026.02.02	20:19:00	27321.18	27339.42	27308.57	27338.58	30	0	802
2026.02.02	20:20:00	27337.07	27377.76	27315.93	27365.40	30	0	802
